object_name,bibcode,year,title
CANDELS J142037.13+530558.0,2022ApJS..261...12P,2022,
CANDELS J142037.13+530558.0,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142051.76+530510.1,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142100.95+530116.7,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142103.63+530136.9,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142101.93+530133.2,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142056.85+530438.0,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CFHTLS:[DAC2011] W3-1555,2011A&A...535A..65D,2011,Galaxy cluster searches based on photometric redshifts in the four CFHTLS Wide fields
CNOC2 0223.030607,2000ApJS..129..475Y,2000,The CNOC2 field galaxy redshift survey. I. The survey and the Catalog for the Patch CNOC 0223+00
CNOC2 0223.030565,2000ApJS..129..475Y,2000,The CNOC2 field galaxy redshift survey. I. The survey and the Catalog for the Patch CNOC 0223+00
CFHTLS:[SMD2018a] W1-1389,2018A&A...613A..67S,2018,Evolution of the cluster optical galaxy luminosity function in the CFHTLS: breaking the degeneracy between mass and redshift
CFHTLS:[SMD2018a] W1-0496,2018A&A...613A..67S,2018,Evolution of the cluster optical galaxy luminosity function in the CFHTLS: breaking the degeneracy between mass and redshift
COMAi J125919.505+280046.72,2011MNRAS.411.2439H,2011,The HST/ACS Coma Cluster Survey - III. Structural parameters of galaxies using single Sersic fits
COMAi J125919.505+280046.72,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125919.505+280046.72,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
COMAi J125921.237+280111.43,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125921.986+280154.37,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125920.382+280022.71,2011MNRAS.411.2439H,2011,The HST/ACS Coma Cluster Survey - III. Structural parameters of galaxies using single Sersic fits
COMAi J125920.382+280022.71,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125920.382+280022.71,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
COMAi J125925.025+280059.00,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125921.830+280117.55,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125925.117+280013.68,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125927.660+280038.32,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125926.133+280006.63,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125927.027+280123.70,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125928.677+280044.98,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125928.677+280044.98,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
COMAi J125930.514+275951.39,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125929.842+280031.83,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125930.064+275815.27,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125930.345+280044.40,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125930.814+275829.49,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125931.899+275942.88,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125932.807+280104.83,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125932.534+275921.84,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125932.236+280023.61,2011MNRAS.411.2439H,2011,The HST/ACS Coma Cluster Survey - III. Structural parameters of galaxies using single Sersic fits
COMAi J125932.236+280023.61,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125932.236+280023.61,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
COMAi J125931.427+280009.22,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125934.420+280032.57,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COSMOS 0057999,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0057999,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COMAi J125933.790+280001.42,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
COMAi J125933.790+280001.42,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
COSMOS 0099242,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0099242,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0105718,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0105718,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0137604,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0137604,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0141652,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0141652,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0174846,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0174846,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0175067,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0175067,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0179318,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0179318,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
COSMOS 0179318,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
COSMOS 0179318,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0206623,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0206623,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0206615,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0206615,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0207236,2017ApJ...837...16D,2017,Cosmic Web of Galaxies in the COSMOS Field: Public Catalog and Different Quenching for Centrals and Satellites
COSMOS 0207236,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0207236,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0207024,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0207024,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0242727,2017ApJ...837...16D,2017,Cosmic Web of Galaxies in the COSMOS Field: Public Catalog and Different Quenching for Centrals and Satellites
COSMOS 0242727,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0242727,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
COSMOS 0242727,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
COSMOS 0242727,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0242773,2017ApJ...837...16D,2017,Cosmic Web of Galaxies in the COSMOS Field: Public Catalog and Different Quenching for Centrals and Satellites
COSMOS 0242773,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0242773,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
COSMOS 0242773,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
COSMOS 0242773,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0242755,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0242755,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0249414,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0249414,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0248025,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0248025,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0250241,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0250241,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0278555,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0278555,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0287014,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0287014,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0281004,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0281004,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0288953,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0288953,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0319407,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0319407,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0381387,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0381387,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0319793,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0319793,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0327035,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0327035,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0387061,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0387061,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0396098,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0396098,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0397673,2017ApJ...837...16D,2017,Cosmic Web of Galaxies in the COSMOS Field: Public Catalog and Different Quenching for Centrals and Satellites
COSMOS 0397673,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0397673,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
COSMOS 0397673,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
COSMOS 0397673,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0404282,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0404282,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0402714,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0402714,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0402176,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0402176,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0409318,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0409318,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
COSMOS 0409318,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
COSMOS 0409318,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0416431,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0416431,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0416499,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0416499,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0416918,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0416918,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0418167,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0418167,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
COSMOS 0419437,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
COSMOS 0419437,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
